order	season	episode	character_killed	killer	method	method_cat	reason	location	allegiance	importance
5803	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5804	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5805	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5806	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5807	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5808	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5809	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5810	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5811	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5812	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5813	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5814	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5815	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5816	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5817	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5818	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5819	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5820	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5821	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5822	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5823	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5824	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5825	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5826	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5827	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5828	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5829	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5830	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5831	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5832	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5833	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5834	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5835	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5836	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5837	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5838	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5839	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5840	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5841	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5842	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5843	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5844	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5845	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5846	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5847	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5848	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5849	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5850	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5851	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5852	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5853	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5854	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5855	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5856	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5857	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5858	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5859	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5860	8	3	Wight	Arya Stark	Magic	Magic	Killed during the Battle of Winterfell when the Night King falls	Winterfell	None	1
5862	8	3	Melisandre “the Red Woman” of Asshai	Melisandre “the Red Woman” of Asshai	Magic	Magic	Removed her magic choker, which kept her youthful, after the Battle of Winterfell was won because she’d finished serving her “purpose”	Winterfell	The Lord of Light	4
5863	8	4	Rhaegal	Euron Greyjoy	Scorpion bolt	Arrow	Killed in a surprise attack by Euron Greyjoy’s fleet when Daenerys Targaryen and her fleet are on their way to King’s Landing	Dragonstone	House Targaryen	4
5864	8	4	Missandei	Gregor “the Mountain” Clegane	Sword	Blade	Executed on Cersei Lannister’s orders when Cersei refuses to surrender to Daenerys Targaryen	King’s Landing	House Targaryen	4
5865	8	5	Varys	Drogon	Dragonfire	Animal	Executed on Daenerys Targaryen’s orders after Varys betrayed her to try and put Jon Snow on the throne instead.	Dragonstone	House Targaryen	4
5866	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5867	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5868	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5869	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5870	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5871	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5872	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5873	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5874	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5875	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5876	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5877	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5878	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5879	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5880	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5881	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5882	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5883	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5884	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5885	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5886	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5887	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5888	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5889	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5890	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5891	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5892	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5893	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5894	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5895	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5896	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5897	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5898	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5899	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5900	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5901	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5902	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5903	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5904	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5905	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5906	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5907	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5908	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5909	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5910	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5911	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5912	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5913	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5914	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5915	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5916	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5917	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5918	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5919	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5920	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5921	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5922	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5923	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5924	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5925	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5926	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5927	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5928	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5929	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5930	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5931	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5932	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5933	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5934	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5935	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5936	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5937	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5938	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5939	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5940	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5941	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5942	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5943	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5944	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5945	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5946	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5947	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5948	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5949	8	5	Greyjoy (Euron-aligned) soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Greyjoy (Euron-aligned)	1
5950	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5951	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5952	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5953	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5954	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5955	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5956	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5957	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5958	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5959	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5960	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5961	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5962	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5963	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5964	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5965	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5966	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5967	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5968	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5969	8	5	Lannister soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	House Lannister	1
5970	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5971	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5972	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5973	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5974	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5975	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5976	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5977	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5978	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5979	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5980	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5981	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
5982	8	5	Golden Company soldier	Drogon	Dragonfire	Animal	Killed when Daenerys Targaryen attacked King’s Landing	King’s Landing	Golden Company, House Lannister	1
